84.99999667351618,31.999999752116263,-79.0
-164.99999434625954,-3.0000000834826057,-73.0
-123.99999434369548,-69.99999967119774,80.0
90.99999684048139,41.00000000256408,82.0
-15.999999876058132,152.99999401232913,82.0
-178.99999701257477,-84.00000233751295,78.0
-71.00000083739013,22.000000043023345,81.0
-36.00000100179127,-122.00000567168901,86.0
-108.0000030053738,-33.99999866940647,86.0
-69.99999967119774,25.999999585151052,79.0
-164.00000001025631,62.99999833804013,83.0
-178.99999701257477,161.99999767787153,81.0
57.0000015861695,-125.99999667608026,86.0
-120.99999767530745,39.00000108527387,82.0
19.99999941818584,-173.00000367579872,80.0
1.9999999845072665,173.99999801180195,81.0
-33.000000918308665,-140.9999936783987,81.0
-106.000000672989,65.00000067042492,79.0
-161.99999767787153,-84.99999667351618,82.0
108.0000030053738,-33.000000918308665,88.0
73.00000316977493,-156.0000043410955,79.0
146.00000633954986,25.00000012650595,79.0
147.9999950115563,-125.00000234007703,87.0
91.99999800667379,-140.9999936783987,81.0
-123.99999434369548,19.99999941818584,81.0
57.0000015861695,156.0000043410955,79.0
-72.00000200358254,-31.999999752116263,84.0
-53.0000003364945,7.999999938029066,82.0
-36.00000100179127,-86.99999900590097,83.0
-89.00000133828577,79.00000333674014,81.0
-159.99999534548672,117.0000066709162,76.0
75.99999983816295,-164.99999434625954,81.0
-86.99999900590097,164.99999434625954,83.0
163.0000056742531,175.00000600818353,82.0
-34.99999983559887,-94.00000033905859,90.0
-178.99999701257477,-159.99999534548672,84.0
-53.0000003364945,78.00000217054775,82.0
-108.0000030053738,-51.999999170302104,86.0
-71.00000083739013,-154.99999634471394,79.0
-178.99999701257477,-106.000000672989,84.0
3.0000000834826057,6.000000166965211,79.0
147.00000067555308,0.9999999922536332,80.0
-67.00000300280972,-178.00000267657154,82.0
-15.000000417413029,-106.000000672989,84.0
36.99999875288908,152.99999401232913,80.0
-88.00000017209338,97.999998173639,75.0
164.00000001025631,-106.000000672989,86.0
18.999999959540737,-48.9999990868195,84.0
-88.00000017209338,-28.99999966863366,79.0
-142.9999960107835,161.99999767787153,86.0
-14.000000104994276,4.99999985454646,80.0
163.0000056742531,-83.00000117132056,78.0
16.999999334703237,9.000000250447817,81.0
19.99999941818584,22.999999501668448,82.0
36.99999875288908,69.99999967119774,79.0
-106.000000672989,-89.00000133828577,84.0
-16.999999334703237,147.00000067555308,84.0
39.00000108527387,19.99999941818584,77.0
39.99999883637168,62.99999833804013,80.0
3.999999969014533,41.00000000256408,82.0
36.00000100179127,178.99999701257477,84.0
-178.00000267657154,115.99999867453464,79.0
-161.0000033418683,-171.99999567941717,82.0
-159.99999534548672,25.00000012650595,79.0
-178.00000267657154,-127.99999900846505,86.0
-123.99999434369548,61.99999717184774,82.0
-33.000000918308665,-112.00000083995421,87.0
75.99999983816295,115.99999867453464,80.0
149.0000030079379,130.99999567685308,78.0
-85.99999783970858,-86.99999900590097,81.0
127.99999900846505,67.99999733881295,78.0
